DATASET	TOKENIZER	NOISE_TYPE	NOISE_LVL	N_SENTS	MIN_TOKS_PER_SENT	MAX_TPS	MEAN_TPS	STD_TPS	MEAN+STD	MEAN+1.5STD	MEAN+2STD	SAMPLE_SENTENCE
../datasets/train_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	14450	3.0	794.0	54.63702422145328	30.888964464445998	85.52598868589928	100.97047091812229	116.41495315034527	Le 宮 s como ##tions c ##éré ##br ##å ##ales son ##и d ##È ##even ##u s ##6 ##i cura ##ntes das ћ ##e spor ##N [UNK] ū ##n les con ##sid ##ére ##ç p ##L ##es ##que com ##Т ##me l ro ##uti ##nó .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	-	-	1476	3.0	146.0	31.853658536585368	17.07131523018308	48.924973766768446	57.46063138185999	65.99628899695153	Av ##iato ##r , un film sur la vie de Hughes .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1476	3.0	157.0	35.330623306233065	18.89178846659082	54.22241177282389	63.668306006119295	73.11420023941471	Av ##iato ##r , un film sur l ^ a vie de Hughes .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1476	5.0	175.4	40.06517615176152	21.344208622829477	61.409384774591	72.08148908600573	82.75359339742047	Av ##iato ##r , u il ##m sur la vie d Hughes .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1476	5.8	195.8	44.68224932249322	23.744193969029897	68.42644329152311	80.29854027603807	92.17063726055301	Av ##4 ##iato ##r , un fi ##äl ##m s ##ň ##ur la vie de Hu ##g 部 he ##s .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1476	6.4	207.6	49.320054200542	26.083686958687576	75.40374115922958	88.44558463857337	101.48742811791715	. Av ##iato ##r , un fl ##m su ##f lau ve de Hugh ##e .
../datasets/dev_GSD_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1476	6.4	227.8	53.973848238482375	28.47115909710766	82.44500733559003	96.68058688414386	110.9161664326977	Av ##ia ##а ##or , u film + ur la ##ó vi ##û e Hu ##hes .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	-	-	14287	1.0	176.0	35.98831105200532	19.585079820479574	55.57339087248489	65.36593078272469	75.15847069296447	las reservas de oro y divisas de rusia subieron 8 ##00 millones de dólares y el 2 ##6 de mayo equival ##ían a 19 . 100 millones de dólares , informó hoy un comunicado de el banco central .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.15	14287	1.0	190.2	39.81633652971233	21.692180029582858	61.50851655929519	72.35460657408662	83.20069658887805	las reservas de oro y divisas de rusia subieron 8 ##00 millones de dó ##lla ##res y e 2 ##6 de mayo equival ##ían a 19 . 100 millones de dólares , info ##ró hoy un comun ##cado de el banco central .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.35	14287	1.0	216.2	44.903324700776935	24.508896003688914	69.41222070446585	81.6666687063103	93.92111670815476	las reservas e oro y divisas e rusa subieron 8 ##00 millones de dó ##ares y e 2 ##6 de mayo ; qui ##val ##ían a 19 . 100 millones o ##e dólares , informó hoy un comunicado e el bá ##an ##co central .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.55	14287	1.0	234.2	50.00284174424302	27.27659406195006	77.27943580619308	90.9177328371681	104.55602986814314	las rp ##ese ##r ##vas [UNK] ro ? y dv ##isas e rusia subieron 8 ##00 millones / de dólar ##e y el 2 ##6 d @ e mao equ ##ív ##alí ##an a 19 . 100 millones ! e [UNK] , 1 ##inf ##orm ##ó hoy un comunica ##8 ##do de el [UNK] central .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.75	14287	1.0	256.6	55.11868131868132	30.10653720430442	85.22521852298574	100.27848712513796	115.33175572729016	las ¿ reserva ##m d 0 ##oro divis ##at d ##w ! us ##ia s ##bieron 8 ##00 [UNK] de dó ##ares 8 ##y el 2 ##6 de may ##é ##o equ ##val ##ían a 19 . 100 millones de dólar ##s , " n ##form ##ó po ##y un coun ##ica ##do e l b ##7 ##an ##co ce ##z ##tral .
../datasets/train_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.95	14287	1.0	274.2	60.2390004899559	32.908671409539224	93.14767189949512	109.60200760426474	126.05634330903435	as reservas 6 ##e ojo div ##sas sd ##e ñ ##us ##ia sub ##ier ##n 8 ##00 mill ##o ##es d dólar ##s [UNK] ? l 2 ##6 d ##k my ##o [UNK] fa 19 . 100 [UNK] d ##be dó ##aa ##res , ino ##r ##mó h _ oy n comunicado ¡ dem el ##y bac ##o cé ##entra ##l .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	-	-	1654	2.0	146.0	36.95949214026602	19.980375589314715	56.93986772958074	66.9300555242381	76.92024331889544	el gobernante , con gana ##da fama desde que llegó hace 1 ##6 meses a el poder de explotar a el máximo su ora ##toria y acusado por sus det ##rac ##tores de incon ##tinencia verbal , en ##mu ##deci ##ó desde el momento en el que el tribunal supremo de justicia ( ts ##j ) decidió suspender temporalmente los comi ##cios múltiples ante la imposibilidad " técnica " de celebrar los el 2 ##8 de mayo .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.15	1654	2.0	158.6	40.82877871825876	22.078421743504954	62.907200461763715	73.9464113335162	84.98562220526867	el gobernante , con gana ##da fama [UNK] que llegó hace 1 ##6 meses a el poder de explotar a el máximo su ora ##toria y acusa ##dr por sus det ##rac ##tores de incon ##tinencia verbal , en ##mu ##deci desde el momento en el que : el t " rib ##una ##l supremo de justicia ( ts ##j ) decidió suspender temporalmente los [UNK] múltiples ante d ##la imposibilidad " técnica " [UNK] celebrar los el 2 ##8 ñ ##de mayo .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.35	1654	2.0	176.6	45.975574365175326	24.93591518173083	70.91148954690615	83.37944713777156	95.84740472863699	el gobernante , con gana ##a fama [UNK] que llo ##gó hace 1 ##6 mos ##es a sl poder ##ñ dej exp ##ln ##ota ##r a l máximo su ora ##toria y acusado por sus det ##rac ##tores de incon ##tinencia ve ##bal , el ##mu ##deci ##ó d + sd ##e el momento [UNK] el que el tribunal supremo ##v ne justicia ( t , j ) de ##éc ##idió suspend ##ter temporalmente los comi ##cios múltiples ante la imposibilidad " é ##cn ##ica " de celebrar los el 2 ##8 de may .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.55	1654	2.6	192.8	51.141717049576776	27.662109716050043	78.80382676562682	92.63488162365184	106.46593648167686	e go ##erna ##n ##te , cc ##on gana ##da fama desde que leg ##ó ha ##e 1 ##6 | ese ##s k l pod ¿ r md ##e [UNK] a l máximo su ora ##toria y acusado por sl ##s det ##rac ##t ; res de ic ##ont ##ine ##n ##cia verbal , en ##mu ##xe ##ció dd ##es ##de kel mm ##ento en el qu | l tribunal supremo d jus ##uti ##cia ( ts ##j ) decid ##i ##2 suspen ##er temporal ##me & te los comi ##cios múltiple ##ás ante la impos ##o ##ibilidad " técnica " de celebrar los e 2 ##8 d [UNK] .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.75	1654	2.4	204.2	56.314510278113666	30.536473429966815	86.85098370808048	102.1192204230639	117.3874571380473	el gobernante , cn g ##w ##ana ##da fama desde ##c ( ue v ##lle ##gó hace 1 ##6 meses ta ez ##l pod ##w ##r d ex ##r ##plo ##tar a e máximo [UNK] ora ¿ tor ##ia [UNK] tac ##usa ##do q ##or st ##s ce ##trac ##tores des incon ##tine ##nia ve ##bal , en ##mu ##de ##có [UNK] el moment @ o e e = que ##g gl t , ib ##una ##l up ##re ##mo de [UNK] ( [UNK] ) [UNK] sué ##pend ##er tempor ##l ##mente lo & s í ##com ##icios múltiples ante ls ##a impos ##ibil ##id ##d " té ##ci ##ca " de celebrar l ##dos yel 2 ##8 dea mayo .
../datasets/dev_AnCora-SPA_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.95	1654	3.0	225.0	61.497702539298665	33.30427848184857	94.80198102114724	111.45412026207151	128.1062595029958	el ##ó go ##bí ##rn ##ante , con ana ##da fam ##ó ##a desd ##ú = que [UNK] hs ##ce 1 ##6 mes ##eg ##s ai l pod ##e [UNK] e explota e máxi ##eo ju [UNK] q ##y acusa ##d por ##á ses det ##rac ##tores dú ##e incon ##tin ##n ##cia v ##ver ##bal , n ##mu ##deci ##ó des ##2 ##de ee ##l mom ##e ) to % n bel [UNK] w ##el rib ##una ##l supe ##mo d [UNK] ( s ##j ) decid ##i - ó susp ##n ##der temporal ##men ##9 ##e ( os lom ##icios múlti ##p , es zan ##te l [UNK] " w ##té ##cn ##ica " dé ##e celebrar ! l ##gos el 2 ##8 d 6 ##may ##o .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	-	-	14287	1.0	187.0	41.060894519493246	22.044326612839406	63.10522113233265	74.12738443875236	85.14954774517206	Las reservas de oro y divisa ##s de Rusia sub ##ieron 800 millones de dólares y el 26 de mayo e ##qui ##val ##ían a 19 . 100 millones de dólares , info ##rmó hoy un comunica ##do de el Banco Central .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	14287	1.0	208.4	45.3993700566949	24.456052164382893	69.85542222107779	82.08344830326924	94.31147438546068	Las reservas de oro y divisa ##s de Rusia sub ##ieron 800 millones de dólares y el 26 e mayo e ##qui ##val ##ían a 19 . 100 millones de dó ##la " res , info ##wr ##mó hoy un comunica ##do de el Banco entra ##l .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	14287	1.0	232.8	51.20974312311891	27.681382840959508	78.89112596407841	92.73181738455817	106.57250880503793	La ##p reservas d ##D ##e oro y ##l divisa ##s de Rush ##ia sub ##ieron 800 B ##mill ##ones de dó ##E ##lares y el 26 de mayo e ##qui ##val ##ían a 19 . 100 mi ##Ó ##lones de dólares , info ##rmó hoy un comunica ##do de ##8 el Ban ##c ##Á ##o Cent ##rl .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	14287	1.0	255.8	56.998726114649685	30.892808306496665	87.89153442114635	103.33793857439468	118.78434272764301	Las reserva ##as e oro y divisa ##s d R ##sia sub ##ieron 800 m ##N ##llon ##es e dó ##ares el 26 de mayo e ##qui ##val ##ían 19 . 100 millones e dó ##lara ##s , in ##or ##mó ho un comunica ##do d ##í el lan ##co C ##ntra ##l .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	14287	1.0	288.0	62.79557639812417	34.11958480189677	96.91516120002095	113.97495360096933	131.0347460019177	L ##U ##as reserva ##X d or ##Ñ ##o y divisa ##s de Rus ##a sub ##ieron 800 mill ##one Ad ##e dó ##lar ##Ò ##es [UNK] e 26 xe mayo e ##qui ##val ##ían ò 19 . 100 ill ##ones . e dó ##la ? res , in ##far ##mó hoy un " comunica ##so d ##E e ##ñ Ba ##co entra ##l .
../datasets/train_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	14287	1.0	313.6	68.60729334359908	37.30349920156375	105.91079254516283	124.56254214594472	143.2142917467266	L ##I ##as res ##ò ##rva ##s d ro div ##úi ##sas due R ##u . sia sub ##ier ##D ##on 800 mil ##ones e dó ##lare % s l 26 + e my ##o e ##qui ##va ##ían a ##U 19 . 100 mill ##oes de @ dél ##ares , in ##f ##° ##or ##mó hp ##y _ un comuni ##c ##Í ##ado de , el Banco ( Cent ##rl .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	-	-	1654	3.0	170.0	42.137847642079805	22.499503833540537	64.63735147562033	75.88710339239061	87.13685530916088	El go ##bern ##ante , con gana ##da fama desde que llegó hace 16 meses a el poder de ex ##plot ##ar a el máximo su ora ##toria y acusado por sus det ##rac ##tores de in ##con ##tinen ##cia verbal , en ##mu ##de ##ció desde el momento en el que el Tribunal Supremo de Justicia ( TS ##J ) decidió sus ##pende ##r temporal ##mente los comic ##ios múltiples ante la im ##pos ##ibilidad " técnica " de celebrar los el 28 de mayo .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1654	3.0	183.4	46.52273276904474	24.8918219587485	71.41455472779325	83.86046570716749	96.30637668654174	El go ##bern ##ante , con gana ##da fama desde qu ##b llegó hp ##ace 16 meses a el poder de ex ##plot ##ar a el máximo s ora ##toria y acusado por sus det ##rac ##tores de in ##con ##tinen ##cia verbal , en ##mu ##de ##ció desde el momento en el que el Tribunal Supremo de Justicia ( TJ ) de ##c ##gd ##ió sus ##ped ##er temporal ##mente los comic ##ios múltiples ante la im ##pos ##ibilidad " [UNK] " de celebrar lo el 28 de mayo .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1654	4.0	204.2	52.36553808948005	28.088991645367855	80.45452973484791	94.49902555753184	108.54352138021576	El go ##bern ##ante , con gana ##da fama desde que llegó hace 16 meses at l pod ##r de ex ##plot ##a O ##a el máximo su ora ##tria y acu ##sa ##vo por sus det ##rac ##tores e in ##con ##tinen ##cia verbal , en ##mu ##de ##ció des ##e el momento n el que el Tribunal Su ##pr ##mo de Justicia ( TS ##J ##G ) decidió sus ##pende ##r tem ##hora ##lmente io ##s comic ##ios múltiples ante l im ##P ##pos ##ibilidad " té ##c ##n ¡ i ##ca " de celebrar l , s ep ##l 28 de mayo ##0 .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1654	3.4	219.6	58.252962515114874	31.24315210550439	89.49611462061927	105.11769067337146	120.73926672612365	v ##l go ##bern ##ante , con gana ##d ##N ##a fama desde que llegó ac ##e 16 ms ##es a [UNK] ? l poder 7 ##e ex ##plot ##ar C el má ' im ##o f ##su ora ##toria y ac ##R ##sado por ss det ##rac ##tres - de in ##con ##tinen ##cia verbal , en ##mu ##de ##ció desde l moment n el P ##que @ l Tri ##bun ##ª ##al Sus ##prem ##o de Just ##ici ( TS ##º ) decidió sus ##pende ##r [UNK] temporal ##mente lo ¿ comic ##ios múltiples ant ala im ##pos ##ibilidad " técnica " de cele ##bar los á ##l 28 de ##Ó my ##o .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1654	3.4	238.6	64.11862152357921	34.510122963523486	98.6287444871027	115.88380596886444	133.13886745062618	E go ##bern ##ante , c4 ##on bana ##da fa ##m ##ña ¡ desde que lle . ó hace 16 me ' es a el ##ó poder d ##Ú ##e ex ##plot ##ar % l má ##xi ##mu u ora ##P ##oria y ' acu ##sad ¡ or ss dera ##ctores e in ##con ##tinen ##cia verbal , F ##n ##mu ##de ##ció d ##M ##sd ##e x ##l om ##ento " en e q " e e ##R Tri ##bun ##a ##ï Supremo de J ##M ##ust ##icia ( T ##5 ##S ##J ) de ##cid @ i ##ó sus ##pende ##r tempo ##almente los coi ##cios múltiples Ñ ##nte 7 ##a yi ##mpo ##si ##bilidad " té ##ô ##cnica " Ç ##de c ##Ñ ##ele ##brar ó ##os e ##G ##l 28 de may ##q ##o .
../datasets/dev_AnCora-SPA_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1654	3.4	256.2	69.9738814993954	37.77943358391208	107.75331508330748	126.64303187526352	145.53274866721955	l g ##p ##bern ##ante , co gana ##d ##fa é ##ama des ##dl G ##ue llegó ea ##ce 16 mese ##Ò ##s Á e p ##yo ##der d ##ª ex ##pl ##tar ä kl má ##xi ##m su ##j rat ##oria ac ##sado or ss det ##rac ##t ##I ##ores e in ##con ##tinen ##S ##cia verb ##aç , em ##ude ##ció desde ##e e | mo ##me ##5 ##to n l qu ##G ##e el Tri ##bun ##a ##Á ##l Su ##í ##prem ##o d Just ##ö ##icia ( Ta ##S ##J ) de ##óc ##idi ##ó sus ##pende / tem ##oral ##mente Ó ##los com ##i ##E ##ios múltiples ant ##B ##e l ##éa im ##pos ##ibil ##V ##idad " té ##ec ##nica " q ##de c ##Á ##ele ##brar los ##ä : el 28 1 ##de [UNK] .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	-	-	13123	2.0	367.0	49.24598033986131	26.44994002926755	75.69592036912886	88.92089038376264	102.14586039839642	el tribunal supre ##m ( ts ) ha confirma ##t la conde ##m ##na a qua ##tre any ##s d [UNK] inh ##abil ##ita ##ció especial i una multa de 3 , 6 mili ##ons de pes ##set ##es per a qua ##tre veter ##inar ##is giro ##ni ##ns , per have ##r se beneficia ##t de el ##s [UNK] públic ##s que desen ##vol ##up ##aven i la sev ##a rela ##ció amb les empres ##es [UNK] de la zona en ofer ##ir los serv ##eis particular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.15	13123	2.0	383.2	51.432081079021565	27.658588531661536	79.09066961068311	92.91996387651386	106.74925814234464	el tribunal supre ##m ( ts ) ha confirma ##t la conde ##m ##na a qua ##tre any ##s d [UNK] inh ##abil ##ita ##ció especial i una mul ##t de 3 , 6 mili ##ons de pes ##set ##es per [UNK] qua ##tre veter ##inar ##is giro ##ni ##ns , p - r have ##r se beneficia ##t de el [UNK] públic ##s que desen ##vol ##zu ##pa ##ven i la sev ##a rela ##ció am ##3 les mp ##rese ##s [UNK] de la zona en ofer ##ir los serv ##eis particular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.35	13123	2.0	410.8	54.39957326830755	29.26637256709797	83.66594583540552	98.2991321189545	112.93231840250348	+ l tribunal supre ##m ( ts ) h confirma ##t la [UNK] a [UNK] any d [UNK] inh ##abil ##ita ##ció especial i na multa de 3 , 6 mili ##ons de pes ##set ##es per a qua ##tre veter ##inar ##is g ##q ##iron ##ins , per have ##r s " e beneficia ##t e el ##s cú ##r ##rec ##s públic ##s qa ##ue desen ##v ##pol ##up ##aven i la [UNK] relu ##ció amb les empres ##e ##í [UNK] de la z ##na en ofer ##ir lo serv ##eis spar ##tic ##ular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.55	13123	2.0	428.2	57.299733292692224	30.862071893055067	88.16180518574728	103.59284113227483	119.02387707880236	el tribuna @ sup ##r ##m ( ts ##3 ) ha c ##3 ##n ##fir ##mat [UNK] conde ##m ##na [UNK] qu ##z ##tre any ##s d [UNK] inh ##abil ##iac ##ió ese ##cial ! q ##na multa d 3 , 6 mili ##ons de pes ##set ##es per [UNK] qu ##5 ##at ##re ve ##ieri ##nar ##is giro ##ni ##ns , per have sé beneficia ##t de el ##s [UNK] públic ##s que desen ##vol ##up ##au ##en i ##ú la sev ##a rela ##ú ##ció amb les [UNK] [UNK] de la zo ##a en í ##fer ##ir lo ##bs er ##ve ##is parti ##cu ##íl ##ars .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.75	13123	2.0	452.2	60.27981406690543	32.49007426991055	92.76988833681598	109.01492547177125	125.25996260672653	e ór ##ib ##una ##l spr ##em ( t ) [UNK] confirma ln code ##m ##na a [UNK] [UNK] d [UNK] inh ##bili ##tac ##ió esp ##2 ##cial i un mul ##8 ##a de 3 , 6 mili ##o ##z ##s ie pes ##set ##es pe ñ qua ##tr ##s veter ##inar ##w ##s gir = on ##ins , [UNK] have ##í set benefic ##at d e + s [UNK] públ ##zi ##cs [UNK] ese ##n ##vol ##up ##aven i la ? sev reb ##lac ##ió amb les emp ##rs ##es [UNK] de [UNK] zona ej ##n ofer ##ir ls serv ##eis pa ##ór ##tic ##ular ##s .
../datasets/train_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	add_random_noise	0.95	13123	2.0	473.4	63.203124285605426	34.059766193541975	97.2628904791474	114.29277357591839	131.3226566726894	/ l tr ##bu ##nal supre ##m [ ( ts ##a ) eh ##a confirma ##p ##t l conde ##m ##na qu ) tre ang ##s d ##x [UNK] inh ##abi ##ita ##ció esp ##cial é un mul ##ts ##a pd ##e 3 , 6 [UNK] de pf ##ess ##etes perd a ##3 qu ##tre veter ##inar ##i [UNK] s giro ##ni ##q ##ns , er aver ss ##e benefici ##t ide el ##s [UNK] p ##7 ##úbl ##ics qu ) e desen ##vol ##up ##s ##ven l [UNK] rel ##ca ##ció [UNK] es mp ##rese ##s [UNK] [UNK] ( a z ##na e ofer ##r lo ( serv ##e ! s part ##cular ##s .
../datasets/dev_AnCora-CAT_UPOS.tsv	dccuchile/bert-base-spanish-wwm-uncased	-	-	1709	2.0	207.0	51.136337039204214	26.92221890854368	78.05855594774789	91.51966540201974	104.98077485629157	funda ##ció privada fir ##a de man ##res ##a ha fe ##t un [UNK] de l [UNK] activ ##itat de el pala ##u fir ##al duran ##t el ##s primer ##s cin ##c meso ##s de l [UNK] any .
